q10ch4,f_ch4,vmax_ch4_oxid,k_m,k_m_o2,q10_ch4_oxid,vgc_max,poros_tiller,aere_radius,rob,scale_factor_aere,scale_factor_gasdiff
3.5734564034240988,0.14728968856322094,9.008349555137525e-06,0.007302314258554744,0.062315234884291346,3.3109563986742923,0.12296787022915115,0.3610290387840344,0.0018442017338148571,2.210259326071397,1.2860804263131784,4.666474436107358
3.4057642822423455,0.14993238890138905,7.7474813606888e-05,0.037600937965598276,0.04881190711870951,3.484238088503491,0.16697213678039607,0.25376466595956326,0.0025498203405850215,2.9683335676820257,1.1147572729714055,3.4148958987982065
1.6476638874805294,0.21019587607150608,0.00012202829785383259,0.023869536228959376,0.05583768242445181,3.9246344641141775,0.08591899252765324,0.25223846471072053,0.0036819791488652744,3.468054849661983,0.7449389639712257,4.882904937563913
3.8925460120736104,0.2889521449071375,7.031888023930662e-05,0.008425491190664085,0.06821662739198087,1.475641567951363,0.1424792828028258,0.41029729235536505,0.0019898388413360567,2.3414676046774825,1.172790114788588,3.611199251411342
1.3201548497261522,0.23584385370670566,2.8755549301333723e-05,0.021151073142564685,0.17682582702366037,3.0079125186363402,0.0772226959386873,0.17349126435211745,0.002157541905695184,3.3751143826414554,1.2703447845277707,3.9840225930494184
2.20401169109719,0.1901620966579794,7.881181275815062e-05,0.003426250460687857,0.057112078176325964,1.0603665484997629,0.1826591175317751,0.28836179531843875,0.00402310538317752,2.618431769248037,1.26054921356114,4.501191422750017
3.1756068176155514,0.1379752548533719,2.7374805938029535e-05,0.03208368376913303,0.02297849814425603,1.8872576336637183,0.16890015022770435,0.29257297558712225,0.002350194317658864,3.3051806662857217,1.1894737763473398,4.966600759591936
1.6124347841374667,0.1410657875273312,2.638010287507117e-05,0.04404911402062381,0.10310761144765365,2.6560544648531526,0.21536986497047111,0.3915849541325185,0.0024094063972887646,2.613810948575929,0.793678488500638,2.5623928578251833
2.624153686140679,0.2682369745316967,3.0730962123796275e-05,0.028109681496591155,0.006161049730887619,3.683281722007318,0.15430573410976411,0.18466595581482156,0.0036563187876450655,3.5666332333489277,0.7777225073480688,4.004009244832649
3.799561122075018,0.2968871761247551,3.776558703585347e-05,0.031225644310166577,0.1006262016483409,1.3504630448615151,0.08414821119056415,0.1969951170847814,0.0030459664927126005,3.7897127369873793,1.4683438897146739,4.775932998159849
2.835826936227532,0.12361938279543572,0.0001010752635911955,0.002619500467431301,0.14431973096184408,2.4864102391334764,0.1163745186627766,0.27019121692257575,0.0029937830546403043,3.9394256504686345,1.2337589623347438,3.1614744987184342
1.013720337598183,0.2194902630856152,1.0992348046699421e-05,0.020268363753004278,0.010230816832797706,2.4555715954503743,0.19922486737973255,0.2806047542605037,0.002796416032653242,3.5321548611928293,1.4381465840836944,2.423684280090745
3.3246277169834286,0.17400990386994714,1.731401698199804e-05,0.037030196135121124,0.1248398091451817,2.772057091797978,0.10372186892468055,0.30834025566599976,0.00429306872679997,2.8753666045605,0.5267531880089485,4.685266246686988
1.5441331313451738,0.26044784838126145,1.0354844405130402e-05,0.0300805630007956,0.0544640459329536,2.34839580200542,0.10245242047318402,0.3344479485832546,0.0022748338347543685,2.2309300557065432,0.6084309507015416,1.01762983065843
2.628476817528715,0.2965202515883526,6.64741751794452e-05,0.005829286578169675,0.16488843865663286,3.199230146792942,0.20495636871652245,0.2755960332023102,0.002448334203294512,3.8956605416863326,0.9945786691004044,2.727101795441582
1.3451829739681251,0.20904484060035178,9.06793699701916e-05,0.04509134629293746,0.14353415567603914,3.210465921589251,0.13555032969103686,0.3675337717665668,0.0028862971183184613,3.2752887680586014,1.48958780544527,1.6071835892371182
1.8653616176619219,0.2999070045298565,9.94468811942232e-05,0.033489200212448965,0.08395976081363926,1.704926357004641,0.11432267353407505,0.310735191655958,0.0015624501178654136,2.824510815820232,1.1559885532528429,4.990065919838873
2.2992623423398997,0.2799716501832631,5.7450832436194886e-05,0.03847725563383882,0.09084944812757252,3.4731348756323106,0.17934478274482152,0.1652968192973856,0.0016887933272635195,3.404061297921354,0.5498038288751116,1.7649772940805224
